game_date,game_day_number,day_game_total,Location,Stadium,Attendance,Duration,Home Plate Ump,First Base Ump,Third Base Ump,Weather
"Sunday, August 21, 2022",6,5,"Missoula, MT",Ogren Allegiance,1441,3:06, Josh Garnerl , Paul Graham , Brandon Snyder,NA
"Monday, August 22, 2022",1,5,"Grand Junction, CO",Suplizio Field,1242,2:56, Andrew Torfin , Caden Gaurmer , Andrew Burris,NA
"Tuesday, August 23, 2022",1,5,UC Health Park,NA,1907,3:03,NA,NA,NA,NA
"Tuesday, August 23, 2022",1,4,NA,NA,NA,NA, Doug Hodges , Anthony Prater , Rob Minter,NA
"Tuesday, August 23, 2022",2,4,"Grand Junction, CO",Suplizio Field,1338,3:29, Caden Gaurmer , Andrew Burris , Andrew Torfin,NA
"Tuesday, August 23, 2022",3,4,"Billings, MT",Dehler Park,1610,3:15, Eric Martinez , Mike Carr , Larry Schmitt,NA
"Tuesday, August 23, 2022",4,4,"Great Falls, Mt",Centene Stadium,1010,NA,NA,NA,NA,NA
"Tuesday, August 23, 2022",4,5,NA,NA,NA,3:00, Brandon Snyder , Paul Graham , Josh Garner,NA
"Tuesday, August 23, 2022",5,5,"Idaho Falls, ID",Melaleuca Field,2884,2:58, Stu Bertrand , Jordan Smart , Mike Colson,NA
"Wednesday, August 24, 2022",2,5,"Billings, MT",Dehler Park,1705,3:10, Mike Carr , Larry Schmitt , Eric Martinez,NA
"Wednesday, August 24, 2022",3,5,"Grand Junction, CO",Suplizio Field,1298,3:04, Lou Brown , Andrew Torfin , Caden Gaurmer,NA
"Wednesday, August 24, 2022",5,5,"Idaho Falls, ID",Melaleuca Field,NA,NA,NA,NA,NA,NA
"Wednesday, August 24, 2022",5,6,NA,NA,1673,3:15, Jordan Smart , Tegan Smith , Stu Bertrand,NA
"Thursday, August 25, 2022",1,6,Johnstown,Nelson Farm Park,48,3:00, Gary Czachowksi , Darryl Dale, Cameron Monaco,NA
"Thursday, August 25, 2022",3,6,"Billings, MT",Dehler Park,2086,2:51, Cameron Bjornstad , Eric Martinez , Mike Carr,NA
"Thursday, August 25, 2022",4,6,"Idaho Falls, ID",Melaleuca Field,1920,3:00, Mike Colson , Stu Bertrand , Jordan Smart,NA
"Friday, August 26, 2022",1,6,"Johnstown, CO",Nelson Farm Park,95,3:19, Darryl, Cameron Monaco , Craig Strubal,NA
"Friday, August 26, 2022",3,6,"Billings, MT",Dehler Park,2361,3:27, Eric Martinez , Mike Carr , Craig Berube,NA
"Friday, August 26, 2022",4,1,Flathead Field,NA,2211,3:28,NA,NA,NA,NA
"Friday, August 26, 2022",5,1,"Idaho Falls, ID",Melaleuca Field,1988,NA,NA,NA,NA,NA
"Friday, August 26, 2022",5,5,NA,NA,NA,3:56, Scott Esterholdt , Jordan Smart , Stu Bertrand,NA
"Saturday, August 27, 2022",1,5,Johnstown,Nelson Farm Park,218,2:50, Daryl Dale, Nick Ramos , Sean Grogan,NA
"Saturday, August 27, 2022",3,5,"Billings, MT",Dehler Park,2603,2:43, Mike Carr , Cameron Bjornstad , Eric Martinez,NA
"Saturday, August 27, 2022",4,5,Flathead Field,NA,2608,2:47,NA,NA,NA,NA
"Saturday, August 27, 2022",5,5,"Idaho Falls, ID",Melaleuca Field,2628,3:56, Stu Bertrand , Jordan Smart , Tegan Smith,NA
"Sunday, August 28, 2022",1,5,Flathead Field,NA,2153,3:20,NA,NA,NA,NA
"Sunday, August 28, 2022",2,5,"Billings, MT",Dehler Park,2114,2:49, Cameron Bjornstad , Eric Martinez , Mike Carr,NA
"Sunday, August 28, 2022",3,5,"Idaho Falls, ID",NA,1586,3:42, Jordan Smart , Blair Pippo , Stu Bertrand,NA
"Sunday, August 28, 2022",4,5,UC Health Park,NA,1651,3:51, Rob Minter , Tony Praiter,NA,NA
"Monday, August 29, 2022",1,5,Johnstown,Nelson Farm Park,54,3:17,NA,NA,NA,NA
"Monday, August 29, 2022",1,4,NA,NA,NA,NA, Rob Montoya , Sean Grogan , Ryan Roark,NA
"Monday, August 29, 2022",2,4,Lindquist,NA,1873,2:14, Trent Allerd , Anthony Prater , William Minter,NA
"Monday, August 29, 2022",3,4,"Great Falls, Mt",Centene Stadium,1032,4:08, Josh Garner , Paul Graham , Brandon Snyder,NA
"Monday, August 29, 2022",4,4,"Garden City, Idaho",Memorial Stadium,2412,4:04, Eric Martinez , Mike Carr , Greg Xepoleas,NA
"Monday, August 29, 2022",5,5,"Missoula, MT",Ogren Allegiance,1523,3:32, Michael Chuckerman , Stu Bertrand , Jordan Smart,NA
"Tuesday, August 30, 2022",1,5,"Johnstown, CO",Nelson Farm Park,42,2:23, Ryan Roark , Daryl Dale, Rob Montoya,NA
"Tuesday, August 30, 2022",2,5,Lindquist,NA,2739,NA, Anthony Prater , William Minter , Sterling Davie,NA
"Tuesday, August 30, 2022",3,5,"Johnstown, CO",Nelson Farm Park,42,3:05, Daryl Dale, Rob Montoya , Ryan Roark,NA
"Tuesday, August 30, 2022",4,5,"Great Falls, Mt",Centene Stadium,1125,3:50, Brandon Snyder , Josh Garner , Paul Graham,NA
"Tuesday, August 30, 2022",5,5,"Garden City, Idaho",Memorial Stadium,2788,3:48, Mike Carr , Greg Xepoleas , Eric Martinez,NA
"Tuesday, August 30, 2022",6,5,"Missoula, MT",Ogren Allegiance,1312,3:15, Stu Bertrand , Jordan Smart , Michel Chuckerman,NA
"Wednesday, August 31, 2022",1,5,"Johnstown, CO.",Nelson Farm Park,45,3:20, Ryan Roark , Daryl Dale,NA,NA
"Wednesday, August 31, 2022",2,4,Lindquist,NA,1787,3:27, William Minter , Anthony Preston , Anthony Parter,NA
"Wednesday, August 31, 2022",3,4,"Great Falls, Mt",Centene Stadium,1420,2:53, Paul Graham , Brandon Snyder , Craig Struble,NA
"Wednesday, August 31, 2022",4,4,"Garden City, Idaho",Memorial Stadium,2643,3:31, Greg Xepoleas , Eric Martinez , Mike Carr,NA
"Wednesday, August 31, 2022",5,4,"Missoula, MT",Ogren Allegiance,1558,NA, Jordan Smart , Micheal Chuckerman , Stu Bertrand,NA
"Thursday, September 01, 2022",1,5,Lindquist,NA,4086,NA, Ryan Hansen , Anthony Parter , William Minter,NA
"Thursday, September 01, 2022",3,5,"Garden City, Idaho",Memorial Stadium,2488,2:38, Kelly Atkinson , Mike Carr , Eric Martinez,NA
"Thursday, September 01, 2022",4,5,"Idaho Falls, ID",Melaleuca Field,2134,3:36, Blair Pippo , Brandon Snyder , Paul Graham,NA
"Thursday, September 01, 2022",5,5,"Missoula, MT",Ogren Allegiance,1391,2:58, Micheal Chuckerman , Stu Bertrand , Jordan Smart,NA
"Friday, September 02, 2022",2,5,Lindquist,NA,5868,3:12, Anthony Parter , William Minter , Ryan Hansen,NA
"Friday, September 02, 2022",3,5,"Garden City, Idaho",Memorial Stadium,NA,NA,NA,NA,NA,NA
"Friday, September 02, 2022",3,6,NA,NA,3241,3:31, Mike Carr , Kelly Atkinson , Eric Martinez,NA
"Friday, September 02, 2022",4,6,"Idaho Falls, ID",Melaleuca Field,1685,3:54, Brandon Snyder , Paul Graham , Blair Pippo,NA
"Friday, September 02, 2022",5,6,"Missoula, MT",Ogren Allegiant,2491,3:20, Stu Bertrand , Michael Chuckerman , Jordan Smart,NA
"Saturday, September 03, 2022",1,6,Lindquist,NA,4688,NA, William Minter , Ryan Hansen , Anthony Parter,NA
"Saturday, September 03, 2022",3,6,"Garden City, Idaho",Memorial Stadium,3013,3:31, Kelly Atkinson , Eric Martinez , Mike Carr,NA
"Saturday, September 03, 2022",4,6,"Idaho Falls, ID",Melaleuca Field,3033,4:15, Paul Graham , Brandon Snyder,NA,NA
"Saturday, September 03, 2022",5,6,"Missoula, MT",Ogren Allegiant,1624,NA,NA,NA,NA,NA
"Saturday, September 03, 2022",5,5,NA,NA,NA,3:32, Jordan Smart , Michael Chuckerman , Stu Bertrand,NA
"Monday, September 05, 2022",1,5,"Johnstown, CO",Nelson Farm Park,100,2:52, Tony Prater , Rob Minter,NA,NA
"Monday, September 05, 2022",2,5,"Boise, Idaho",Memorial Stadium,2798,3:01, Greg Xepoleas , Brandon Snyder , Paul Graham,NA
"Monday, September 05, 2022",3,5,"Billings, MT",Dehler Park,2013,3:03, Michael Chuckerman , Stu Bertrand , Jordan Smart,NA
"Monday, September 05, 2022",5,5,Flathead Field,NA,2390,3:34,NA,NA,NA,NA
"Tuesday, September 06, 2022",1,5,Grand Junction,Suplizio Field,1461,2:20, Cayden Garmer , Marty Rover , Andrew Burris,NA
"Tuesday, September 06, 2022",2,5,"Johnstown, CO",Nelson Farm Park,46,3:26, Cameron Monaco , Tony Prater , Rob Minter,NA
"Tuesday, September 06, 2022",3,5,Grand Junction,NA,1326,2:29, Marty Rover , Andrew Burris , Cayden Garmer,NA
"Tuesday, September 06, 2022",4,5,"Billings, MT",Dehler Park,1543,2:46, Larry Schmitt , Jordan Smart , Michael Chukerman,NA
"Tuesday, September 06, 2022",5,5,"Garden City, Idaho",Memorial Stadium,2302,3:34, Brandon Snyder , Paul Graham , Greg Xepoleas,NA
"Tuesday, September 06, 2022",6,5,Flathead Field,NA,2085,2:50,NA,NA,NA,NA
"Wednesday, September 07, 2022",1,5,"Johnstown, CO.",Nelson Farm Park,49,3:16, Gary Czachowski , Rob Minter , Tony Prater,NA
"Wednesday, September 07, 2022",2,5,Grand Junction,NA,1507,3:21,NA,NA,NA,NA
"Wednesday, September 07, 2022",3,5,"Billings, MT",Dehler Park,1709,2:29, Jordan Smart , Michael Chukerman , Larry Schmitt,NA
"Wednesday, September 07, 2022",4,5,"Garden City, Idaho",Memorial Stadium,2394,3:06, Paul Graham , Greg Xepoleas , Brandon Snyder,NA
"Wednesday, September 07, 2022",5,5,Flathead Field,NA,2622,2:50,NA,NA,NA,NA
"Thursday, September 08, 2022",1,5,Nelson Farm Park,Nelson Farm Park,55,3:34,NA,NA,NA,NA
"Thursday, September 08, 2022",2,5,"Billings, MT",Dehler Park,1541,2:57, Michael Chukerman , Larry Schmitt , Jordan Smart,NA
"Thursday, September 08, 2022",3,5,"Great Falls, Mt",Centene Stadium,961,3:41, Mike Carr , Josh Garner , Eric Martine,NA
"Thursday, September 08, 2022",4,5,"Garden City, Idaho",Memorial Stadium,2882,3:51, Kelly Atkinson , Brandon Snyder , Paul Graham,NA
"Thursday, September 08, 2022",5,5,UC Health Park,NA,1980,3:52, Greg Xppoleas , Tony Praiter , rob minter,NA
"Friday, September 09, 2022",3,5,UC Health Park,NA,2773,3:03, Rob Minter , Greg Xenoplaus , Tony Praiter,NA
"Friday, September 09, 2022",4,5,"Billings, Mont.",Dehler Park,1780,3:00, Stu Bertrand , Jordan Smart , Michael Chukerman,NA
"Friday, September 09, 2022",5,6,"Garden City, Idaho",Memorial Stadium,4767,3:47, Brandon Snyder , Paul Graham , Kelly Atkinson,NA
"Friday, September 09, 2022",6,6,"Great Falls, Mt",Centene Stadium,2087,2:09, Eric Martinez , Mike Carr , Josh Garner,NA
"Saturday, September 10, 2022",2,6,"Billings, Mont.",Dehler Park,2304,3:49, Jordan Smart , Michael Chukerman , Stu Bertrand,NA
"Saturday, September 10, 2022",4,6,"Great Falls, Mt",Centene Stadium,1680,3:04, Mike Carr , Josh Garner , Eric Martinez,NA
"Saturday, September 10, 2022",5,6,"Garden City, Idaho",Memorial Stadium,4888,2:56, Paul Graham , Kelly Atkinson , Brandon Snyder,NA
